uid,period,contr_nrmd,contr_oth_nrmd
346,2,0.5,0.475
347,2,0.0,0.6
348,2,1.0,0.35
349,2,0.9,0.375
350,2,0.25,0.325
351,2,0.45,0.275
352,2,0.5,0.2625
353,2,0.35,0.3
354,2,0.0,0.175
355,2,0.45,0.0625
356,2,0.25,0.1125
357,2,0.0,0.175
358,2,0.5,0.4375
359,2,0.75,0.375
360,2,0.0,0.5625
361,2,1.0,0.3125
338,3,0.0,0.3625
339,3,1.0,0.1125
340,3,0.45,0.25
341,3,0.0,0.3625
342,3,0.25,0.1125
343,3,0.0,0.175
344,3,0.45,0.0625
345,3,0.0,0.175
346,3,0.5,0.4625
347,3,0.4,0.4875
348,3,0.5,0.4625
349,3,0.95,0.35
350,3,0.35,0.1875
351,3,0.35,0.1875
352,3,0.0,0.275
353,3,0.4,0.175
354,3,0.0,0.175
355,3,0.0,0.175
356,3,0.0,0.175
357,3,0.7,0.0
358,3,1.0,0.5625
359,3,0.75,0.625
360,3,0.5,0.6875
361,3,1.0,0.5625
338,4,0.0,0.25
339,4,0.5,0.125
340,4,0.5,0.125
341,4,0.0,0.25
342,4,0.25,0.075
343,4,0.05,0.125
344,4,0.25,0.075
345,4,0.0,0.1375
346,4,0.6,0.375
347,4,0.25,0.4625
348,4,0.75,0.3375
349,4,0.5,0.4
350,4,0.2,0.1875
351,4,0.35,0.15
352,4,0.0,0.2375
353,4,0.4,0.1375
354,4,0.0,0.025
355,4,0.05,0.0125
356,4,0.05,0.0125
357,4,0.0,0.025
358,4,0.0,0.5625
359,4,0.75,0.375
360,4,0.5,0.4375
361,4,1.0,0.3125
338,5,0.0,0.2125
339,5,0.5,0.0875
340,5,0.2,0.1625
341,5,0.15,0.175
342,5,0.0,0.1875
343,5,0.0,0.1875
344,5,0.25,0.125
345,5,0.5,0.0625
346,5,0.4,0.35
347,5,0.2,0.4
348,5,0.65,0.2875
349,5,0.55,0.3125
350,5,0.25,0.0625
351,5,0.15,0.0875
352,5,0.0,0.125
353,5,0.1,0.1
354,5,0.0,0.15
355,5,0.0,0.15
356,5,0.5,0.025
357,5,0.1,0.125
358,5,0.0,0.1875
359,5,0.75,0.0
360,5,0.0,0.1875
361,5,0.0,0.1875
338,6,0.0,0.075
339,6,0.0,0.075
340,6,0.25,0.0125
341,6,0.05,0.0625
342,6,0.0,0.075
343,6,0.0,0.075
344,6,0.3,0.0
345,6,0.0,0.075
346,6,0.0,0.4375
347,6,0.5,0.3125
348,6,0.75,0.25
349,6,0.5,0.3125
350,6,0.1,0.075
351,6,0.2,0.05
352,6,0.0,0.1
353,6,0.1,0.075
354,6,0.5,0.0625
355,6,0.0,0.1875
356,6,0.0,0.1875
357,6,0.25,0.125
358,6,0.9,0.0
359,6,0.0,0.225
360,6,0.0,0.225
361,6,0.0,0.225
338,7,0.0,0.0
339,7,0.0,0.0
340,7,0.0,0.0
341,7,0.0,0.0
342,7,0.0,0.0375
343,7,0.0,0.0375
344,7,0.15,0.0
345,7,0.0,0.0375
346,7,0.0,0.2375
347,7,0.0,0.2375
348,7,0.5,0.1125
349,7,0.45,0.125
350,7,0.1,0.15
351,7,0.2,0.125
352,7,0.0,0.175
353,7,0.4,0.075
354,7,0.0,0.125
355,7,0.0,0.125
356,7,0.0,0.125
357,7,0.5,0.0
358,7,0.0,0.0
359,7,0.0,0.0
360,7,0.0,0.0
361,7,0.0,0.0
338,8,0.0,0.0125
339,8,0.0,0.0125
340,8,0.05,0.0
341,8,0.0,0.0125
342,8,0.0,0.0125
343,8,0.0,0.0125
344,8,0.05,0.0
345,8,0.0,0.0125
346,8,0.0,0.1625
347,8,0.15,0.125
348,8,0.0,0.1625
349,8,0.5,0.0375
350,8,0.15,0.1625
351,8,0.25,0.1375
352,8,0.0,0.2
353,8,0.4,0.1
354,8,0.0,0.0125
355,8,0.0,0.0125
356,8,0.05,0.0
357,8,0.0,0.0125
358,8,0.25,0.0
359,8,0.0,0.0625
360,8,0.0,0.0625
361,8,0.0,0.0625
338,9,0.0,0.0
339,9,0.0,0.0
340,9,0.0,0.0
341,9,0.0,0.0
342,9,0.0,0.0
343,9,0.0,0.0
344,9,0.0,0.0
345,9,0.0,0.0
346,9,0.0,0.05
347,9,0.1,0.025
348,9,0.0,0.05
349,9,0.1,0.025
350,9,0.2,0.125
351,9,0.25,0.1125
352,9,0.0,0.175
353,9,0.25,0.1125
354,9,0.25,0.0
355,9,0.0,0.0625
356,9,0.0,0.0625
357,9,0.0,0.0625
358,9,0.0,0.25
359,9,0.0,0.25
360,9,0.0,0.25
361,9,1.0,0.0
338,10,0.0,0.0
339,10,0.0,0.0
340,10,0.0,0.0
341,10,0.0,0.0
342,10,0.0,0.0
343,10,0.0,0.0
344,10,0.0,0.0
345,10,0.0,0.0
346,10,0.0,0.0
347,10,0.0,0.0
348,10,0.0,0.0
349,10,0.0,0.0
350,10,0.0,0.1125
351,10,0.2,0.0625
352,10,0.0,0.1125
353,10,0.25,0.05
354,10,0.0,0.0
355,10,0.0,0.0
356,10,0.0,0.0
357,10,0.0,0.0
358,10,0.05,0.0
359,10,0.0,0.0125
360,10,0.0,0.0125
361,10,0.0,0.0125
